gene,score,label
GINM1,0.056866667,0
PRB4,0.056853333,2
ERGIC3,0.056813333,2
TMEM86A,0.0568,0
VPS28,0.056773333,2
OR2H2,0.05676,2
DYNLT3,0.056733333,2
ECHDC1,0.056693333,2
NRG1,0.056666667,2
HNRNPA3,0.056666667,2
CELF2,0.056653333,2
EIF5B,0.05664,2
TSPAN6,0.05656,2
PPEF2,0.056546667,2
UBE2H,0.056533333,2
NDUFS1,0.056506667,2
STRN,0.056506667,2
LILRA1,0.056493333,2
COL22A1,0.056466667,0
TRIM37,0.056466667,2
SEC13,0.056453333,2
MUC5B,0.056373333,2
HHIPL2,0.056333333,0
GPR110,0.056333333,2
SERBP1,0.05628,2
DDX1,0.056266667,2
DOCK6,0.056253333,2
UBA1,0.05624,2
SLC44A3,0.056213333,2
SLC28A1,0.0562,2
CDH16,0.056186667,2
CEACAM18,0.056066667,0
FAM49B,0.056,2
HSPH1,0.056,2
RPL7A,0.055933333,2
CYP2R1,0.05592,2
TTC7B,0.05592,2
ARL2BP,0.055906667,2
RAB37,0.055893333,2
SHE,0.055866667,2
FAM64A,0.055866667,2
MMD2,0.055866667,0
P4HA2,0.055866667,2
RPH3A,0.055866667,2
RPL11,0.055853333,2
RCVRN,0.05576,2
ARHGAP29,0.05576,2
DDN,0.055733333,2
BZRAP1,0.055733333,2
MPP7,0.055693333,2
FBLN2,0.055626667,2
COX6A2,0.055626667,2
EFNA4,0.0556,2
RIPPLY1,0.05556,2
LDB3,0.055546667,2
OLA1,0.055546667,2
STAC3,0.055533333,2
ASB16,0.05552,2
CAND1,0.05548,2
TTC36,0.055466667,0
PPBP,0.055426667,2
MCFD2,0.055426667,2
PLEKHF2,0.055426667,2
EIF5A,0.0554,2
SULT2B1,0.055386667,2
KDM5B,0.05536,2
CXCR7,0.055306667,2
PSMD2,0.055293333,2
TMCO4,0.055266667,0
AJUBA,0.055266667,2
MTUS1,0.0552,0
TMEM160,0.0552,0
UBL7,0.0552,0
SPATA13,0.0552,2
CDIPT,0.055186667,2
RASL11A,0.055173333,2
IL20,0.05516,2
HSD3B1,0.05516,2
TRIP6,0.055146667,2
RABL5,0.055133333,2
GDI2,0.055093333,2
SRPR,0.055093333,2
MAGED2,0.05508,2
ANKHD1-EIF4EBP3,0.055066667,0
HEPACAM,0.055066667,2
SAMM50,0.055053333,2
PRRG2,0.055053333,2
ITIH5,0.054866667,2
RRH,0.054853333,2
SLC16A5,0.05484,2
CRBN,0.054826667,2
PITRM1,0.0548,2
ARHGEF40,0.054786667,2
SMAP2,0.054786667,2
EIF3I,0.05476,2
TGM4,0.054746667,2
SEC61A2,0.054746667,2
KDELR1,0.05464,2
EIF4G1,0.054613333,2
ARFIP1,0.054613333,2
PGM1,0.054613333,2
LHFP,0.0546,0
ARHGAP28,0.0546,2
TEX101,0.054546667,2
SZRD1,0.054533333,0
TXNDC15,0.05452,2
LRRC8D,0.054506667,2
EDA2R,0.054453333,2
ITPKA,0.05444,2
DCAF7,0.054426667,2
HS3ST3A1,0.05436,2
CYP2W1,0.05436,2
TUSC3,0.05436,2
MGEA5,0.054333333,2
AMDHD2,0.05432,2
ZNF207,0.054306667,2
CLCA2,0.054306667,2
SMC4,0.054293333,2
SRSF11,0.054266667,2
EML2,0.054253333,2
PRPH,0.0542,0
MMD,0.054173333,2
SCN4B,0.05412,2
TEX2,0.054066667,2
DIXDC1,0.05404,2
ARL13A,0.054013333,2
MAP7D1,0.054,2
KIFC3,0.053986667,2
KRTAP5-4,0.05392,2
GPC4,0.053906667,2
KLK5,0.053893333,2
ZYG11A,0.053866667,2
PCDH7,0.053853333,2
TMEM71,0.0538,0
TBL1XR1,0.0538,2
UTS2,0.053786667,2
SDK1,0.053693333,2
TM9SF4,0.053653333,2
RPL9,0.05364,2
MPP6,0.05364,2
SYT4,0.053626667,2
OR2B2,0.053626667,2
IDH3A,0.05356,2
NBEAL1,0.053533333,0
DYRK4,0.05348,2
TNNT3,0.053426667,2
TLCD2,0.0534,0
C16ORF45,0.0534,2
RBMXL2,0.053333333,0
SHC4,0.05332,2
HNRNPA2B1,0.05332,2
CLASP2,0.053306667,2
TTC9B,0.05324,2
ACSL1,0.0532,2
SHMT2,0.0532,2
AGFG1,0.053133333,2
NDUFB7,0.053133333,2
MXRA5,0.053133333,2
ERAS,0.05312,2
RALGAPA2,0.05308,2
DGCR2,0.053066667,2
P2RY14,0.053013333,2
PAPSS1,0.053,2
PLXDC2,0.052933333,0
SLC44A4,0.052893333,2
IKZF4,0.05284,2
TYMS,0.052826667,2
MYOC,0.052786667,2
TMEM147,0.052773333,2
SECISBP2L,0.05276,2
GNB4,0.052746667,2
ARMCX2,0.052733333,0
EIF3G,0.052733333,2
RPL6,0.05272,2
TTC3,0.05272,2
MRGPRF,0.052693333,2
BTG1,0.052626667,2
LIPF,0.052626667,2
SCEL,0.052626667,2
UBE2C,0.052573333,2
RAPGEF5,0.052546667,2
RPS18,0.052506667,2
KLF12,0.05248,2
OBP2A,0.052466667,2
KCNAB3,0.05244,2
ADCK4,0.0524,2
IFNA16,0.052386667,2
RRP1,0.052373333,2
VILL,0.052346667,2
SIGLEC8,0.052333333,2
PMPCA,0.052333333,2
PLA2G4D,0.052306667,2
NPM2,0.052293333,2
IGFBPL1,0.052226667,2
RAB40C,0.052186667,2
ZCCHC24,0.052133333,0
OR2H1,0.05212,2
UBL5,0.05208,2
CPXM1,0.052066667,0
CXORF27,0.05204,2
CNTNAP4,0.052,2
HDLBP,0.05196,2
OR51B2,0.051933333,2
ANXA9,0.051933333,2
CNDP2,0.051933333,2
HAGH,0.05192,2
NDUFA1,0.05192,2
A1BG,0.05192,2
KLF9,0.051866667,2
EFR3A,0.051853333,2
TSPYL1,0.051826667,2
TMEM132A,0.051813333,2
SLC25A11,0.051813333,2
ARPP19,0.0518,2
SLC46A3,0.051733333,2
TULP2,0.051733333,2
TROAP,0.051693333,2
CLDN8,0.051653333,2
FAM168A,0.051653333,2
GAS7,0.0516,2
ST6GALNAC5,0.051573333,2
DNAJB8,0.051546667,2
CCDC174,0.051533333,0
LYZL4,0.05152,2
ADCK1,0.05152,2
MAPKBP1,0.051506667,2
POLR2G,0.051493333,2
WSB1,0.05148,2
SNURF,0.05144,2
PTPRD,0.051413333,2
GYG1,0.051413333,2
SPON1,0.051373333,2
KIAA1279,0.05136,2
MRFAP1,0.051333333,0
TNNI1,0.05132,2
PSG9,0.05124,2
TRIM16,0.0512,2
MGST3,0.051186667,2
PRAM1,0.05112,2
ZNF48,0.051093333,2
ATP8B3,0.05104,2
TMEM8A,0.051026667,2
TMEM246,0.051,0
RAB6A,0.05096,2
TEX261,0.05084,2
SLFN5,0.050826667,2
IGKC,0.050813333,2
EFCAB2,0.0508,0
TULP4,0.050786667,2
ACSM5,0.05076,2
SET,0.050733333,2
EIF3D,0.050733333,2
VSTM2L,0.050706667,2
40057,0.050693333,2
ITM2A,0.05064,2
AK3,0.050573333,2
SNX10,0.050573333,2
LUC7L3,0.050573333,2
RAB9A,0.05056,2
MEGF9,0.050533333,2
AP1M2,0.05052,2
CYP2U1,0.050506667,2
KCNE4,0.050506667,2
CEP170,0.050466667,0
PACSIN3,0.050426667,2
MAML2,0.050386667,2
ARAP1,0.050373333,2
GPD1L,0.05036,2
ATL3,0.050346667,2
SLC6A17,0.050333333,2
MIS18BP1,0.050333333,2
XPR1,0.050333333,2
UBE2S,0.050333333,2
ADCY9,0.050306667,2
KIF21A,0.05028,2
KCNH7,0.050213333,2
ASIC2,0.0502,2
NUDC,0.0502,2
THOP1,0.050173333,2
ACTN3,0.05016,2
DIRAS1,0.050146667,2
ANGPTL1,0.050093333,2
DHX40,0.05008,2
CORO1C,0.05008,2
UBE2D3,0.050053333,2
DPYSL2,0.05,1
EPDR1,0.049986667,2
NXF2B,0.049946667,2
CDKN3,0.049866667,2
GLO1,0.04984,2
PHF7,0.0498,0
RPL12,0.0498,2
EDEM2,0.0498,2
TC2N,0.049746667,2
PGRMC2,0.049693333,2
MRPL12,0.049666667,2
CPA4,0.04964,2
PPP1R10,0.049626667,2
SLC17A3,0.049626667,2
RHOV,0.049613333,2
CKAP4,0.049613333,2
ITPRIPL2,0.0496,0
SBNO2,0.0496,2
UBE2J1,0.049586667,2
MINA,0.049573333,2
CYP2C19,0.049546667,2
MSLN,0.049506667,2
UGT2B15,0.04948,2
RPS8,0.049466667,2
C4BPA,0.049453333,2
EMCN,0.0494,0
PSG1,0.049386667,2
SLCO3A1,0.049386667,2
NKX2-4,0.049386667,2
RAB30,0.049346667,2
ZFAND3,0.049333333,0
TMEM50A,0.049333333,0
MYO1D,0.049333333,2
RNF141,0.049306667,2
LYPLA2,0.049293333,2
IGLON5,0.049266667,0
ENAM,0.049253333,2
SCRN1,0.049213333,2
SNX7,0.049213333,2
FAM89A,0.0492,0
ERP44,0.0492,2
NEK5,0.049186667,2
RAI14,0.049186667,2
RPS4X,0.049186667,2
PRPS1,0.049186667,2
MMP1,0.049173333,2
KCNS1,0.049146667,2
SCARA3,0.049133333,2
FCRLB,0.049093333,2
ST5,0.049093333,2
TMCC2,0.049093333,2
USP47,0.04908,2
MYCBP,0.04908,2
POLD4,0.049026667,2
SERPINB11,0.04896,2
ZFP92,0.048946667,2
FNBP1L,0.048946667,2
GNAS,0.048946667,2
CYP46A1,0.048933333,1
PWP1,0.048933333,2
MEGF6,0.048933333,2
KIF4A,0.04892,2
COX6B1,0.048906667,2
TSPYL4,0.048893333,2
38961,0.04888,2
NUDT4,0.04888,2
GRIK3,0.048826667,2
CABP1,0.048813333,2
NDUFS8,0.0488,2
ZMYND11,0.048773333,2
PHLDB1,0.048746667,2
NDUFB10,0.048746667,2
ISCA1,0.048746667,2
TTC22,0.048733333,0
PLCD3,0.04872,2
PMFBP1,0.04872,2
CIAO1,0.04872,2
CLPB,0.048693333,2
SLC16A1,0.048693333,2
RAB36,0.048693333,2
NPFFR2,0.048653333,2
TP53RK,0.04864,2
NGFRAP1,0.048626667,2
ATP5G3,0.048613333,2
NUP37,0.0486,2
PPP1R1A,0.0486,2
ACSF2,0.048586667,2
TSPAN8,0.048573333,2
TMSB4X,0.048546667,2
SERHL2,0.04848,2
STRN3,0.048466667,2
DRG1,0.048466667,2
RNASEK,0.04844,2
MEA1,0.048426667,2
PPP2R2A,0.048426667,2
LRIT2,0.0484,0
ENOPH1,0.04836,2
LDLRAP1,0.048333333,2
NAA11,0.04832,2
TNNC1,0.048306667,2
SSR4,0.048266667,0
FGD6,0.048266667,2
CNIH4,0.048266667,2
ZWINT,0.048253333,2
SEMA6D,0.048253333,2
CPEB4,0.048253333,2
LRRC8E,0.048253333,2
KRTAP12-2,0.0482,2
ATP13A1,0.0482,2
FIBIN,0.048186667,2
SYTL2,0.048186667,2
EEF1G,0.048173333,2
RAP1GAP,0.048173333,2
UQCRH,0.048146667,2
RGL1,0.048146667,2
RBKS,0.048106667,2
SIGLEC5,0.048106667,2
HNRNPF,0.048093333,2
MPDZ,0.04808,2
ADAD1,0.048066667,2
SLC6A15,0.048053333,2
FRMD7,0.04804,2
HSPA8,0.04796,2
NEDD1,0.047946667,2
ELAVL2,0.047933333,2
MRPL23,0.047933333,2
SFT2D2,0.04792,2
U2SURP,0.047906667,2
EPM2AIP1,0.04788,2
MAGIX,0.047866667,0
TNFSF18,0.047853333,2
SRCRB4D,0.047813333,2
PIEZO2,0.047773333,2
PRSS3,0.047746667,2
GUCA1B,0.047746667,2
TRIM9,0.04768,2
HNRNPR,0.047666667,2
DRP2,0.047653333,2
ACIN1,0.047613333,2
POGZ,0.047586667,2
TFAP2E,0.047573333,2
SYT3,0.047573333,2
ATP9A,0.04756,2
TMSB10,0.047546667,2
STOML2,0.047533333,2
TARS,0.047533333,2
FGFBP1,0.04744,2
ALDH3B2,0.04744,2
TMEM59,0.047413333,2
ADPRH,0.0474,2
DPF1,0.047386667,2
SOCS4,0.047373333,2
SPACA3,0.04736,2
PNISR,0.047333333,0
FAM109B,0.047306667,2
MAP3K15,0.04728,2
LAMP5,0.047266667,0
PDCL,0.047213333,2
TRABD,0.0472,0
ANXA10,0.0472,0
PTMS,0.047173333,2
ZNF444,0.04716,2
SEC14L3,0.04716,2
SVOP,0.04716,2
ZFHX2,0.047133333,2
ECI2,0.047093333,2
C10ORF11,0.04708,2
ECHS1,0.04708,2
LRRC56,0.047066667,0
SLC45A3,0.047066667,2
APOA1BP,0.047053333,2
SSC5D,0.047026667,2
PLA2G4F,0.047013333,2
CHD3,0.047013333,2
FKBP15,0.047,2
SCGN,0.047,2
SLC25A22,0.047,2
FCAR,0.046986667,2
MALL,0.046973333,2
ANLN,0.046933333,2
OR5D18,0.04692,2
TOR1AIP2,0.046906667,2
RTBDN,0.046866667,0
SCAF11,0.046866667,2
CA5B,0.046853333,2
DLGAP1,0.04684,2
DPPA3,0.0468,2
PCBP4,0.046786667,2
ZNF624,0.046773333,2
TMEM30B,0.046746667,2
ZER1,0.046746667,2
MSL2,0.046746667,2
SLITRK4,0.046706667,2
SREK1,0.04668,2
BOK,0.04668,2
ACSM1,0.04668,2
CDC14A,0.046666667,2
ECHDC2,0.04664,2
RTDR1,0.046626667,2
ASAP2,0.046613333,2
ONECUT3,0.046613333,2
CPB1,0.0466,2
STAC,0.0466,2
ABCF1,0.046586667,2
DPP8,0.04656,2
PIK3IP1,0.04656,2
ASB8,0.046546667,2
DHPS,0.046533333,2
RPS13,0.046533333,2
C19ORF10,0.04652,2
KRT20,0.04652,2
DHFR,0.046466667,2
TMEM43,0.04644,2
LGALS8,0.04644,2
CYP4F22,0.046426667,2
NCS1,0.046413333,2
RASAL1,0.046413333,2
ALDH9A1,0.046386667,2
RNF130,0.046373333,2
DBNDD2,0.046346667,2
AIF1L,0.046333333,0
PTPRU,0.046333333,2
PTOV1,0.046293333,2
SIGLEC9,0.046293333,2
HYAL4,0.046253333,2
CAPZA1,0.046226667,2
SERPINA4,0.046213333,2
NCL,0.046213333,2
SLC39A6,0.0462,2
CTR9,0.04616,2
CORO6,0.046146667,2
AUH,0.046133333,2
NPEPL1,0.04612,2
DNAJB1,0.046106667,2
TMED5,0.04608,2
CDC42EP5,0.046053333,2
ETNK1,0.046053333,2
COX5A,0.04604,2
SLC25A45,0.046,2
ANKS1A,0.045973333,2
EML4,0.045946667,2
CCDC170,0.045933333,0
SARS,0.045933333,2
OR52A5,0.04592,2
NUCKS1,0.045906667,2
DCTN4,0.045906667,2
GREB1,0.045866667,0
KCNK15,0.045866667,2
ARMC8,0.045866667,2
SNX6,0.045826667,2
USP24,0.045813333,2
VBP1,0.045786667,2
ADSS,0.045773333,2
HILPDA,0.045706667,2
BPIFA1,0.045706667,2
WIPI2,0.04568,2
LRRC32,0.045666667,2
RAVER1,0.045653333,2
BAZ1A,0.04564,2
SOX14,0.045613333,2
HIBADH,0.045573333,2
EDEM1,0.045493333,2
GCOM1,0.045466667,0
TMOD3,0.045466667,2
CLTC,0.045453333,2
GH1,0.045453333,2
FILIP1L,0.045413333,2
HIST1H2BC,0.0454,2
TRIM62,0.045373333,2
SON,0.04536,2
RPL15,0.045346667,2
KIAA0513,0.045333333,0
GNG4,0.04532,2
REM2,0.04532,2
FMO1,0.04532,2
TMCO1,0.045306667,2
TM9SF1,0.04524,2
SDHB,0.045173333,2
PTBP3,0.045173333,2
LAYN,0.045133333,0
CPNE5,0.04512,2
GLRA4,0.04512,2
USP10,0.045106667,2
SH3BP1,0.045093333,2
ZKSCAN1,0.04508,2
GART,0.04508,2
PI4K2B,0.04508,2
TMEM208,0.045053333,2
GSPT2,0.045053333,2
ENAH,0.044973333,2
KCND1,0.044946667,2
SLC52A2,0.044946667,2
CHAF1B,0.044946667,2
CHP1,0.044933333,2
TNNC2,0.044893333,2
RAB11FIP2,0.044893333,2
HMGA1,0.04488,2
PSMB4,0.04488,2
SH3BP4,0.044853333,2
ADH4,0.044853333,2
KLC3,0.044853333,2
EXTL1,0.044853333,2
RGS6,0.04484,2
FAM86A,0.0448,2
SLC50A1,0.044786667,2
EIF2S3,0.044773333,2
SCG3,0.044746667,2
RPL23A,0.04472,2
RPL18,0.044706667,2
ZKSCAN4,0.044706667,2
USP11,0.044693333,2
APH1B,0.044666667,1
HELB,0.044666667,2
GPLD1,0.044613333,2
UBTF,0.044613333,2
CLMN,0.044613333,2
OR10A5,0.0446,2
PTMA,0.0446,2
CCDC85B,0.0446,2
CALM3,0.044586667,2
SUSD1,0.044533333,0
NDOR1,0.044506667,2
KCNC4,0.044493333,2
KNDC1,0.04448,2
REXO2,0.044466667,2
RPL41,0.0444,2
ADCY4,0.044373333,2
PCDHGA1,0.044373333,2
MACF1,0.044333333,2
SUSD2,0.044333333,2
WDR45,0.04432,2
RHOBTB1,0.044306667,2
CXXC5,0.044306667,2
DKK4,0.044293333,2
SERPINA7,0.04428,2
CEACAM4,0.04428,2
SHROOM1,0.04428,2
RBMS3,0.044226667,2
ACOT4,0.0442,2
SLC35D2,0.044186667,2
GSTA4,0.044173333,2
CRISP2,0.044133333,0
TACC1,0.04408,2
CD82,0.04408,2
FUT6,0.04408,2
PPAP2A,0.04408,2
NAALADL1,0.044053333,2
CELF5,0.044053333,2
SLC25A42,0.04404,2
GPR18,0.044026667,2
LRRC26,0.043973333,2
RUFY3,0.043946667,2
OSBPL9,0.043933333,2
GPR45,0.043933333,2
DENND3,0.043933333,2
UBXN11,0.04392,2
HEATR2,0.04392,2
SPCS1,0.043906667,2
PARD6A,0.04388,2
KIF21B,0.043866667,2
CHPF2,0.04384,2
OLFML1,0.0438,0
ELMO2,0.0438,2
KLRG2,0.043733333,0
SYT6,0.04372,2
SLC10A3,0.043693333,2
HMGB4,0.043666667,0
NAPG,0.043653333,2
FAM129B,0.043626667,2
RMND5A,0.0436,2
TMEM115,0.043586667,2
ZNF428,0.043533333,0
TCF25,0.043533333,2
VWA7,0.043506667,2
AKIRIN1,0.043466667,0
SERINC2,0.043453333,2
CASP10,0.043453333,2
HNMT,0.0434,2
OSBPL11,0.043373333,2
CENPO,0.043346667,2
TSKS,0.043333333,2
YARS,0.04332,2
BTN3A2,0.04328,2
DHRS2,0.043266667,2
CDRT1,0.043253333,2
GLTP,0.043226667,2
GOSR2,0.0432,2
EPRS,0.043186667,2
UNC45A,0.04316,2
YIPF3,0.04316,2
COPB1,0.043146667,2
IDH3G,0.043146667,2
VSIG8,0.043133333,0
SEBOX,0.043133333,2
NDUFB9,0.043133333,2
SERPINB3,0.043106667,2
TMEM47,0.043106667,2
DUSP7,0.04308,2
PABPC4,0.04308,2
TTC38,0.043066667,0
HOXA6,0.043053333,2
DCBLD2,0.043053333,2
IFITM10,0.043,2
MGARP,0.042986667,2
CYP4F11,0.042946667,2
ALLC,0.042933333,2
HECW1,0.04292,2
GPS1,0.04292,2
PCSK7,0.042893333,2
SLC30A10,0.04288,2
CLDND1,0.042866667,0
PCDH1,0.042866667,2
PLSCR4,0.042853333,2
STX6,0.042853333,2
LPO,0.042853333,2
NINJ2,0.042853333,2
KCNH6,0.04284,2
SEMA4B,0.042813333,2
TBC1D9,0.042813333,2
PDLIM2,0.0428,0
GOT2,0.0428,2
MAGEE1,0.042746667,2
NAP1L2,0.042733333,2
DERA,0.042706667,2
SEC16B,0.042706667,2
ABCD3,0.042693333,2
MOB3B,0.042666667,0
OSTF1,0.042666667,2
TNRC6B,0.042653333,2
RUSC2,0.042626667,2
GOPC,0.0426,2
RBM5,0.04256,2
TBPL2,0.04256,2
SASH1,0.042546667,2
GALNT2,0.04248,2
ATXN7L3B,0.042466667,0
SLC25A1,0.042466667,2
VPREB1,0.042453333,2
PRICKLE3,0.042426667,2
TRIM7,0.042426667,2
PSMD8,0.0424,2
BANF1,0.04236,2
TMPRSS5,0.042333333,2
ST13,0.042306667,2
FMN1,0.04228,2
ZC3H11A,0.04228,2
SUCLG1,0.042266667,2
RHPN2,0.042253333,2
VPS26B,0.04224,2
CYB5R1,0.04224,2
RASA2,0.04224,2
B3GAT3,0.042226667,2
RNF146,0.042226667,2
HS3ST2,0.042213333,2
TXNL1,0.042213333,2
TMEM163,0.0422,0
CDH15,0.042186667,2
SLC15A4,0.042173333,2
SESTD1,0.04216,2
EGFL6,0.04216,2
PPP1R14D,0.042146667,2
MMRN2,0.04208,2
CCDC106,0.042066667,0
MMP23B,0.042066667,2
MYADM,0.04204,2
DDT,0.04204,2
MLEC,0.042013333,2
FAM91A1,0.042,0
COPZ1,0.041973333,2
REEP1,0.041973333,2
IRG1,0.04192,2
PTGES2,0.041906667,2
PPP4R2,0.041853333,2
MNF1,0.041853333,2
SSSCA1,0.041826667,2
TM4SF5,0.0418,0
ART5,0.04176,2
INMT,0.04176,2
KRT23,0.04176,2
TTLL7,0.041746667,2
MMEL1,0.041746667,2
ADPGK,0.041733333,2
RNASE3,0.041706667,2
RNF39,0.041666667,2
SPCS3,0.041653333,2
MYOZ3,0.041613333,2
TMEM33,0.0416,2
PHF19,0.04156,2
SART3,0.041546667,2
SYT15,0.041506667,2
ARID5A,0.041493333,2
CASC1,0.0414,0
LCN8,0.04136,2
NAV3,0.04136,2
GLYR1,0.04136,2
DNAH9,0.041333333,2
HNRNPAB,0.04132,2
NCLN,0.041293333,2
COL4A6,0.041293333,2
MED25,0.04128,2
MLX,0.041253333,2
ZMYM6,0.041253333,2
ASF1B,0.041226667,2
ZNF704,0.041213333,2
RELL1,0.0412,0
NDUFA4,0.0412,2
PRRG4,0.04116,2
CD200R1L,0.041133333,0
BABAM1,0.041133333,2
PRELID1,0.041133333,2
SLC5A11,0.041093333,2
CLEC14A,0.041066667,0
THUMPD1,0.041053333,2
LRRC24,0.041053333,2
CRYGD,0.04104,2
CLDN23,0.04104,2
LRRC23,0.04104,2
GSDMD,0.041026667,2
LARP6,0.041013333,2
PPP4R1,0.041,2
HCAR2,0.040986667,2
DHX34,0.040986667,2
RPS20,0.04096,2
INF2,0.040933333,2
PCDH8,0.040933333,2
SLC38A6,0.04092,2
MRPS16,0.040893333,2
AGPAT1,0.040893333,2
PRSS36,0.04088,2
LARP4,0.04088,2
HABP4,0.040866667,2
DCTN3,0.04084,2
ZNF451,0.040813333,2
ABCF3,0.040813333,2
IRGC,0.0408,0
CLTA,0.0408,2
RBBP4,0.040786667,2
MYL6B,0.040773333,2
PDCD6,0.040773333,2
OXSM,0.04076,2
FOXA3,0.04076,2
MRPS2,0.040746667,2
CMYA5,0.040733333,0
HAT1,0.04072,2
PSMB5,0.040706667,2
HSD17B10,0.040693333,2
CCT7,0.04068,2
SLC10A6,0.04068,2
OTOP3,0.040666667,0
SEC14L4,0.040666667,2
FDX1,0.040666667,2
SLC25A3,0.040653333,2
BICD2,0.040653333,2
NFYB,0.040626667,2
WDR11,0.0406,0
SLC25A35,0.0406,2
NUP153,0.040586667,2
SLC6A13,0.040573333,2
PDE1C,0.040573333,2
C1QTNF6,0.04056,2
CDA,0.040546667,2
SLC38A2,0.040546667,2
SAMD14,0.040533333,0
YTHDC1,0.040533333,2
ASB14,0.040533333,2
TRIM15,0.040506667,2
KCNF1,0.040493333,2
PARD3B,0.04048,2
ARMCX1,0.040466667,0
C19ORF54,0.040466667,0
TLE6,0.040466667,2
ZBTB7C,0.040466667,2
MRPL24,0.04044,2
LRCH2,0.0404,2
RABGGTB,0.040386667,2
ETF1,0.040386667,2
HSF2BP,0.040373333,2
SLC16A10,0.04036,2
ARFGAP1,0.04036,2
CD300LD,0.04036,2
LRRC36,0.040333333,0
CPED1,0.040333333,0
NRIP3,0.040333333,2
H2AFB1,0.040333333,2
DCAF11,0.040333333,2
IDH3B,0.04032,2
OTUD4,0.04032,2
TMEM106B,0.04032,2
LGR6,0.040306667,2
KRT34,0.040306667,2
OR51B6,0.040293333,2
TOR1AIP1,0.040293333,2
OLFML2B,0.040266667,0
GPR63,0.040266667,2
CYTH2,0.040253333,2
SLC1A6,0.040253333,2
SPTSSA,0.040213333,2
GPRASP1,0.0402,2
RDH5,0.040173333,2
NET1,0.040173333,2
RPS15A,0.040146667,2
FAM65A,0.04012,2
TM9SF2,0.04004,2
TRAP1,0.04004,2
MRPL48,0.04004,2
AK8,0.040026667,2
CHD1,0.040013333,2
RABEP1,0.040013333,2
TRPC7,0.04,2
SLC22A23,0.039946667,2
GOLGA7,0.039946667,2
GOLPH3,0.039946667,2
RASA4,0.039946667,2
OR1A1,0.039906667,2
TMEM63A,0.039906667,2
TBCEL,0.039866667,0
GNGT2,0.039866667,2
RNF11,0.039853333,2
KCNH1,0.039853333,2
TOMM70A,0.03984,2
IMP3,0.039826667,2
HSF4,0.039826667,2
PPFIBP2,0.0398,0
SLC25A44,0.0398,2
CHMP2A,0.03976,2
PLEKHH2,0.03976,2
C19ORF60,0.039733333,0
CHIT1,0.03972,2
KIAA0196,0.039706667,2
HTRA4,0.03968,2
MOB3A,0.039666667,0
TOX4,0.039666667,0
TCP1,0.039666667,2
TRIM44,0.039653333,2
CLEC9A,0.039653333,2
HERC5,0.03964,2
SLC7A4,0.039626667,2
NDUFB11,0.039613333,2
REEP4,0.039613333,2
CCDC92,0.0396,0
PREB,0.039586667,2
IKBIP,0.039573333,2
CD55,0.039573333,2
RPL13,0.039573333,2
DPP10,0.03956,2
MYO18A,0.039546667,2
KIRREL2,0.039546667,2
ZBTB43,0.039546667,2
PRKAG2,0.039533333,2
ACP6,0.039493333,2
STAC2,0.039493333,2
MORC4,0.039466667,0
CLIP4,0.039466667,0
WWC2,0.039466667,2
CDC42EP4,0.039413333,2
COLEC11,0.039373333,2
TMEFF1,0.03936,2
FMNL3,0.03936,2
HRSP12,0.039346667,2
ARMCX6,0.039333333,0
SLC39A8,0.039293333,2
ZFHX4,0.03928,2
UBE2O,0.03928,2
HDAC11,0.039266667,2
RRP9,0.039253333,2
OR1D2,0.039253333,2
ABHD14B,0.039226667,2
CLEC2L,0.0392,0
APEH,0.039173333,2
MARS,0.039173333,2
NXT2,0.039146667,2
ASB15,0.03912,2
TPPP,0.03912,2
TCTA,0.039093333,2
MTIF2,0.03908,2
ARHGAP21,0.039066667,2
OR10H3,0.039066667,2
NYX,0.039053333,2
MRPL37,0.039053333,2
GNPTG,0.03904,2
XRN2,0.039013333,2
COLEC10,0.038986667,2
ASB12,0.038986667,2
PSORS1C2,0.038973333,2
FBXW5,0.038973333,2
RUSC1,0.038973333,2
PGM2L1,0.038973333,2
PMEPA1,0.03896,2
ANGPTL7,0.03896,2
ATG2A,0.03896,2
UGP2,0.038933333,2
ZMAT3,0.03892,2
AUP1,0.038906667,2
NECAB3,0.038893333,2
KANK1,0.03888,2
GAPDHS,0.038866667,1
TTLL5,0.038866667,2
PPP1R11,0.038826667,2
PLCH2,0.038813333,2
ZC2HC1C,0.0388,0
PLLP,0.038786667,2
CDCA7L,0.038786667,2
PDHX,0.038773333,2
PUF60,0.038746667,2
TNIP2,0.038746667,2
TOM1,0.038733333,2
SDF2L1,0.03872,2
CCT2,0.038706667,2
RGCC,0.038693333,2
DPF2,0.038653333,2
PSME4,0.03864,2
SLC29A2,0.038613333,2
ORAI3,0.038613333,2
NETO2,0.038613333,2
PRSS58,0.038613333,2
BBOX1,0.0386,2
NDUFA9,0.038586667,2
SCRT1,0.038586667,2
LRP12,0.038586667,2
LMAN2,0.038573333,2
COPB2,0.038573333,2
SLC29A4,0.03856,2
PAICS,0.038546667,2
ACAA1,0.038546667,2
CDV3,0.03852,2
COX7A2,0.03852,2
38777,0.038506667,2
CASKIN2,0.038493333,2
SERF2,0.038453333,2
SLC33A1,0.038453333,2
UFC1,0.03844,2
YPEL3,0.038413333,2
NMNAT3,0.0384,2
SRP9,0.0384,2
GTPBP4,0.0384,2
SLC31A2,0.038386667,2
AKR1C2,0.038373333,2
COX5B,0.038346667,2
METTL7A,0.03832,2
WIZ,0.038306667,2
